,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
26,Bin 27,1961.2368086190556,"['P_7', 'P_1', 'P_2', 'P_9', 'P_8', 'P_10', 'P_4']",2,0.3726,0.803
27,Bin 28,1955.3171332812667,"['P_4', 'P_3', 'P_2', 'P_10', 'P_8', 'P_5', 'P_1']",2,0.3702,0.7992
28,Bin 29,1955.2382168671413,"['P_4', 'P_8', 'P_2', 'P_5', 'P_3', 'P_6', 'P_1']",2,0.3722,0.8014
29,Bin 30,1943.3088477044032,"['P_6', 'P_1', 'P_3', 'P_4', 'P_7', 'P_2', 'P_5']",2,0.3694,0.7978
30,Bin 31,1941.7200490343566,"['P_6', 'R_20', 'P_10', 'P_5', 'P_1', 'P_3', 'P_4', 'P_7', 'P_2', 'R_33', 'P_9']",3,0.5248,0.8512
31,Bin 32,1935.9121061715387,"['P_5', 'P_6', 'P_1', 'P_8', 'P_2', 'P_4', 'P_7']",2,0.3715,0.7985
32,Bin 33,1932.9443337591192,"['P_4', 'P_6', 'P_7', 'P_2', 'P_8', 'P_3', 'P_9']",2,0.3708,0.8016
33,Bin 34,1930.674532576565,"['P_5', 'P_8', 'P_2', 'P_3', 'P_4', 'P_7', 'P_9']",2,0.3662,0.7972
34,Bin 35,1926.621732569976,"['R_86', 'P_9', 'P_4', 'P_3', 'P_6', 'P_8', 'P_5', 'P_10', 'R_64', 'P_1', 'P_7']",3,0.5226,0.8562
35,Bin 36,1925.8963488168022,"['P_2', 'P_6', 'P_10', 'P_3', 'R_50', 'P_4', 'R_43', 'P_9', 'P_1', 'P_7', 'P_8']",3,0.5192,0.8504
36,Bin 37,1916.6580797353217,"['P_6', 'P_5', 'P_10', 'P_3', 'P_1', 'P_7', 'P_4']",2,0.3661,0.7981
37,Bin 38,1909.9276986838147,"['P_9', 'P_5', 'P_2', 'P_7', 'P_3', 'P_4', 'P_1']",2,0.3675,0.7967
38,Bin 39,1909.8470661596741,"['P_6', 'P_10', 'P_5', 'P_1', 'P_3', 'P_4', 'P_7', 'P_2', 'R_51', 'P_8', 'R_53']",3,0.5263,0.8551
39,Bin 40,1902.2070385791799,"['P_6', 'P_1', 'P_4', 'P_7', 'P_10', 'P_5', 'P_2']",2,0.3701,0.7971
40,Bin 41,1171.8296578577458,"['P_1', 'P_2', 'P_10', 'P_4', 'R_89', 'P_6', 'P_9']",2,0.3913,0.7569
41,Bin 45,1066.0478563456131,"['R_81', 'P_8', 'R_64', 'P_5', 'P_6', 'P_2', 'P_10', 'R_12', 'P_3', 'P_7', 'R_58', 'P_9', 'P_1']",3,0.6794,0.783
42,Bin 47,995.4192902933199,"['R_90', 'P_4', 'P_6', 'P_7', 'P_1', 'P_9', 'R_28', 'P_8']",2,0.5105,0.7649
43,Bin 44,854.8884345750714,"['P_2', 'P_7', 'R_4', 'P_3', 'P_6', 'P_5']",1,0.5892,0.7508
44,Bin 46,768.5125262221475,"['P_10', 'P_8', 'P_3', 'R_24', 'P_9', 'R_86', 'P_4']",2,0.4217,0.7261
45,Bin 49,734.891801643122,"['P_2', 'R_60', 'R_90', 'P_6', 'P_3', 'P_9', 'P_7']",2,0.4171,0.7177
46,Bin 42,723.6443067699441,"['P_7', 'R_57', 'P_5', 'P_1', 'P_3']",1,0.4901,0.7239
47,Bin 48,531.9756329600567,"['P_7', 'P_5']",0,0.4639,0.6879
48,Bin 43,494.41071402501444,"['R_21', 'P_6', 'P_3', 'R_83', 'P_8', 'P_2']",2,0.3219,0.6655
49,Bin 50,3.8910618848245577,"['R_28', 'R_61', 'R_55', 'R_5', 'R_64', 'R_73', 'R_42', 'R_26']",3,0.5006,0.5084
