,Bin #,Score,Bins,Threshold,High Risk Ratio
18,Bin 19,3195.2854096536,"['P_3', 'P_8', 'P_4', 'P_1', 'P_7', 'R_76', 'P_6', 'P_9', 'P_10']",2,0.5113
19,Bin 20,3188.479988202403,"['P_3', 'P_2', 'P_8', 'P_9', 'P_4', 'P_5', 'P_6']",2,0.3355
20,Bin 21,3169.374026081322,"['P_7', 'P_2', 'P_4', 'P_3', 'P_5', 'P_8', 'P_6']",2,0.3343
21,Bin 22,3169.085191858622,"['P_2', 'P_10', 'P_4', 'P_1', 'P_9', 'P_3', 'P_6']",2,0.3373
22,Bin 23,3159.2945086294744,"['P_7', 'P_3', 'P_2', 'P_6', 'P_1', 'P_4', 'P_10']",2,0.3355
23,Bin 24,3152.773819167924,"['P_1', 'P_9', 'P_4', 'P_8', 'P_7', 'P_5', 'R_4', 'P_6', 'P_10']",2,0.5079
24,Bin 25,3152.350153083194,"['P_2', 'P_1', 'P_8', 'P_10', 'P_5', 'P_6', 'P_4']",2,0.3336
25,Bin 26,3149.2095727247847,"['P_4', 'P_1', 'P_7', 'P_6', 'P_2', 'P_10', 'P_9']",2,0.3385
26,Bin 27,3146.754707672563,"['R_61', 'P_6', 'P_8', 'P_1', 'P_9', 'P_10', 'P_7', 'P_4', 'P_3']",2,0.5061
27,Bin 28,3130.620573747722,"['P_7', 'P_4', 'P_6', 'P_2', 'P_8', 'P_1', 'P_3']",2,0.3366
28,Bin 29,3118.643764388703,"['P_4', 'P_8', 'P_1', 'P_10', 'P_7', 'P_3', 'P_6']",2,0.3341
29,Bin 30,3111.4170650670544,"['P_10', 'P_4', 'P_8', 'P_1', 'P_3', 'P_9', 'P_6']",2,0.336
30,Bin 31,3096.861178705319,"['P_4', 'P_1', 'P_7', 'P_6', 'P_9', 'P_10', 'P_3']",2,0.3363
31,Bin 32,3096.2837615886356,"['P_1', 'P_2', 'P_4', 'R_10', 'P_8', 'P_5', 'P_7', 'P_6', 'P_10']",2,0.5109
32,Bin 33,3093.8517963336108,"['P_10', 'P_7', 'P_5', 'P_2', 'P_1', 'P_6', 'P_8']",2,0.3319
33,Bin 34,3080.292869846436,"['P_7', 'P_5', 'P_2', 'P_8', 'P_6', 'P_4', 'P_10']",2,0.3309
34,Bin 35,3070.0751883460644,"['P_2', 'P_10', 'P_4', 'P_8', 'P_1', 'P_3', 'R_40', 'P_9', 'P_6']",2,0.5069
35,Bin 36,3067.777735054883,"['P_1', 'P_9', 'P_7', 'P_3', 'P_2', 'P_6', 'P_4']",2,0.3369
36,Bin 37,3063.280780625346,"['R_76', 'P_2', 'P_4', 'P_8', 'P_1', 'P_6', 'P_9', 'P_10', 'P_3']",2,0.5118
37,Bin 38,3063.1371987918665,"['P_10', 'R_53', 'P_6', 'P_9', 'P_2', 'P_1', 'P_4', 'P_8', 'P_7']",2,0.5118
38,Bin 39,3061.1789493815563,"['P_3', 'P_8', 'R_88', 'P_10', 'P_9', 'P_4', 'P_6', 'P_2', 'P_1']",2,0.5096
39,Bin 40,3058.9729361127497,"['P_4', 'P_3', 'P_6', 'P_2', 'P_1', 'P_8', 'P_10']",2,0.335
40,Bin 48,2368.3625646173405,"['P_2', 'P_1', 'P_4', 'P_7', 'P_9']",1,0.4086
41,Bin 41,1307.8582320502578,"['P_10', 'R_36', 'P_9', 'R_28', 'P_4', 'P_5', 'P_2', 'R_79', 'P_6']",3,0.3217
42,Bin 46,1187.7372601176633,"['P_3', 'P_4', 'R_74', 'P_6', 'R_67', 'P_10', 'P_5']",2,0.3757
43,Bin 42,1130.3187991850407,"['P_10', 'P_1', 'R_16', 'P_8', 'P_7']",1,0.4523
44,Bin 47,1123.7899685552716,"['P_9', 'P_6', 'R_67', 'R_82', 'P_5', 'P_2', 'P_8']",2,0.3793
45,Bin 44,1071.2011715004533,"['P_1', 'P_10', 'P_2']",0,0.5542
46,Bin 49,872.9168916513559,"['P_4', 'P_3']",0,0.4305
47,Bin 50,845.4291392334721,"['P_10', 'R_43', 'P_6', 'R_67', 'P_5', 'P_2']",2,0.2863
48,Bin 45,808.3260350097722,"['P_2', 'P_8', 'R_50', 'P_9']",1,0.3462
49,Bin 43,579.8285708397788,"['R_33', 'P_8', 'P_4', 'R_45', 'P_3', 'R_47', 'R_78', 'P_1']",3,0.2887
