,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
17,Bin 18,907.3117507720988,"['R_57', 'P_8', 'P_3', 'P_2', 'P_4', 'P_6', 'P_10', 'P_5', 'P_9', 'P_1']",2,0.5591,0.9409
18,Bin 19,906.9191080137799,"['R_31', 'P_8', 'P_3', 'P_2', 'R_60', 'P_6', 'P_5', 'P_1', 'P_10', 'P_7', 'P_4']",3,0.4634,0.9104
19,Bin 20,906.7112322372739,"['P_6', 'P_5', 'P_10', 'P_8', 'R_41', 'P_4', 'P_7', 'P_3', 'P_9']",2,0.5092,0.9154
20,Bin 21,905.7566513725118,"['P_4', 'P_5', 'P_3', 'P_10', 'P_1', 'P_8', 'R_69', 'P_6', 'P_2']",2,0.505,0.9192
21,Bin 22,904.3489088032585,"['R_47', 'P_2', 'P_1', 'P_3', 'P_10', 'P_4', 'R_14', 'P_8', 'P_5', 'P_7', 'P_6']",3,0.4624,0.9106
22,Bin 23,897.4763855560225,"['P_6', 'P_10', 'P_8', 'P_4', 'P_7', 'P_9', 'P_3', 'R_83', 'P_2', 'R_67', 'P_1']",3,0.4673,0.9187
23,Bin 24,896.1285253638446,"['P_6', 'P_5', 'P_8', 'R_62', 'P_4', 'R_16', 'P_7', 'P_1', 'P_2', 'P_9', 'P_10']",3,0.4663,0.9137
24,Bin 25,895.9007153027429,"['P_5', 'P_7', 'P_2', 'R_86', 'P_4', 'P_9', 'P_3', 'P_10', 'R_21', 'P_6', 'P_8']",3,0.4636,0.9082
25,Bin 26,894.3477081484441,"['P_4', 'P_7', 'P_6', 'P_3', 'P_2', 'P_5', 'P_1', 'P_8', 'R_69']",2,0.5062,0.9178
26,Bin 27,891.2217829709964,"['P_5', 'P_2', 'P_3', 'P_10', 'P_8', 'P_7', 'P_4', 'R_3', 'P_9']",2,0.5077,0.9147
27,Bin 28,884.399909690644,"['P_3', 'P_10', 'P_7', 'P_4', 'P_9', 'P_8', 'R_36', 'P_1', 'P_6']",2,0.5088,0.9174
28,Bin 29,881.6248598690039,"['P_8', 'P_3', 'P_4', 'P_6', 'R_10', 'P_10', 'P_5', 'P_7', 'P_1']",2,0.5082,0.9148
29,Bin 30,879.8498115761287,"['P_3', 'R_90', 'P_2', 'P_4', 'P_6', 'P_10', 'P_5', 'P_8', 'P_7']",2,0.5073,0.9175
30,Bin 31,878.5060576397825,"['P_8', 'R_6', 'P_10', 'P_7', 'P_6', 'P_1', 'P_2', 'P_4', 'P_9']",2,0.5111,0.9231
31,Bin 32,877.5160044915053,"['P_8', 'P_3', 'P_2', 'P_6', 'P_7', 'R_4', 'P_5', 'P_10', 'P_9']",2,0.5033,0.9185
32,Bin 33,876.7568768893108,"['P_5', 'P_4', 'P_7', 'R_82', 'P_6', 'P_3', 'P_2', 'P_8', 'P_1']",2,0.5088,0.9168
33,Bin 34,874.6865519759297,"['P_5', 'P_7', 'P_6', 'P_3', 'P_2', 'P_8', 'R_90', 'P_4', 'P_9']",2,0.5095,0.9177
34,Bin 35,867.8279052186867,"['P_5', 'P_4', 'P_7', 'P_2', 'P_3', 'R_58', 'P_1', 'P_6', 'P_10']",2,0.5102,0.9178
35,Bin 36,867.2539782093509,"['P_1', 'P_7', 'P_2', 'P_5', 'R_86', 'P_4', 'P_9', 'P_10', 'P_6']",2,0.5099,0.9187
36,Bin 37,866.7845304296696,"['P_5', 'P_10', 'P_8', 'R_20', 'P_4', 'P_3', 'P_9', 'P_2', 'P_6']",2,0.5075,0.9153
37,Bin 38,865.5749425509313,"['P_8', 'P_1', 'P_3', 'P_4', 'P_7', 'R_69', 'P_6', 'P_10', 'P_2']",2,0.5084,0.9202
38,Bin 39,864.9006994715386,"['P_8', 'R_36', 'P_3', 'P_5', 'P_2', 'P_10', 'R_67', 'P_9', 'P_4', 'P_1', 'P_7']",3,0.4652,0.9106
39,Bin 40,862.0679456346612,"['P_3', 'P_8', 'P_7', 'P_4', 'P_2', 'P_1', 'P_6', 'R_10', 'P_10']",2,0.5067,0.9113
40,Bin 42,559.7889209976436,"['P_1', 'R_61', 'P_2', 'P_5', 'P_7', 'P_9', 'P_10']",2,0.3431,0.7983
41,Bin 48,548.9292760417176,"['P_5', 'P_3', 'R_61', 'P_7', 'P_6', 'R_56', 'P_2', 'R_33', 'P_1', 'P_9']",3,0.4019,0.8053
42,Bin 49,330.5133052244405,"['P_6', 'P_7', 'P_9']",0,0.5606,0.7756
43,Bin 45,305.9189882827639,"['P_7', 'P_6', 'R_30', 'P_3', 'P_8']",1,0.4503,0.7671
44,Bin 41,303.76249463315037,"['P_3', 'R_66', 'R_36', 'P_10', 'P_6', 'P_4', 'R_16', 'P_1']",2,0.5089,0.7565
45,Bin 46,303.5072480030417,"['P_5', 'R_36', 'P_8', 'R_61', 'R_86', 'P_4', 'P_3', 'P_10', 'R_12', 'R_21', 'P_6']",3,0.5425,0.7475
46,Bin 50,282.4757516725947,"['R_7', 'P_5', 'P_8', 'P_7', 'P_4', 'R_86', 'R_53', 'P_6']",2,0.5131,0.7581
47,Bin 44,274.1824286006993,"['P_8', 'P_5']",0,0.4295,0.7299
48,Bin 47,240.06132927426236,"['P_10', 'R_83', 'P_8', 'P_4', 'P_1', 'R_21']",2,0.293,0.7006
49,Bin 43,151.08852445643333,"['R_21', 'P_8', 'P_4']",1,0.2389,0.6403
