,Bin #,Score,Bins,Threshold,High Risk Ratio
32,Bin 33,3097.7545763676308,"['P_3', 'R_37', 'P_5', 'P_4', 'P_8', 'P_1', 'P_2', 'P_7', 'P_10']",2,0.505
33,Bin 34,3087.521315371337,"['P_3', 'P_5', 'R_141', 'P_4', 'P_8', 'P_9', 'P_6', 'P_1', 'P_10']",2,0.5081
34,Bin 35,3077.9588019904045,"['P_9', 'P_7', 'P_4', 'P_6', 'P_5', 'P_1', 'R_82', 'P_8', 'P_10']",2,0.5076
35,Bin 36,3067.777735054883,"['P_7', 'P_3', 'P_6', 'P_1', 'P_9', 'P_2', 'P_4']",2,0.3369
36,Bin 37,3066.2559828310486,"['P_5', 'P_4', 'P_9', 'R_126', 'P_2', 'P_1', 'P_6', 'P_3', 'P_7']",2,0.509
37,Bin 38,3059.3353095975885,"['P_3', 'P_5', 'P_4', 'P_8', 'P_9', 'P_6', 'P_1']",2,0.3342
38,Bin 39,3055.389812587574,"['P_10', 'R_45', 'P_2', 'P_8', 'P_5', 'P_9', 'P_3', 'P_7', 'P_6']",2,0.5068
39,Bin 40,3053.3072355521867,"['P_4', 'P_10', 'P_5', 'P_2', 'P_8', 'P_9', 'R_166', 'P_6', 'P_1']",2,0.5115
40,Bin 46,2138.3629008142875,"['P_7', 'R_114', 'P_10', 'P_2', 'P_5', 'P_8', 'P_9']",2,0.3476
41,Bin 44,1736.7404703976931,"['R_6', 'P_7', 'P_1', 'P_6', 'P_10', 'R_104', 'P_4', 'R_65', 'P_2', 'P_3']",3,0.4056
42,Bin 50,1702.4333228471005,"['R_76', 'P_2', 'P_9', 'R_32', 'P_1', 'P_7', 'P_5', 'P_3']",2,0.4604
43,Bin 45,1636.9647804941796,"['P_4', 'P_6', 'P_8', 'P_2']",1,0.3008
44,Bin 48,1469.3601439191123,"['P_10', 'P_8', 'P_5', 'R_42', 'P_6', 'P_1', 'R_76', 'P_4']",2,0.467
45,Bin 49,1432.036230596885,"['P_4', 'P_6', 'P_1', 'P_3', 'R_167', 'P_10']",2,0.2544
46,Bin 42,1343.1185695340048,"['R_147', 'P_2', 'P_3', 'R_167', 'P_4', 'P_6', 'P_1']",2,0.381
47,Bin 43,1153.364664777791,"['P_4', 'P_5', 'R_153', 'P_6', 'P_8']",1,0.459
48,Bin 47,877.0930049422543,"['R_45', 'P_2', 'R_185', 'P_9', 'P_3', 'P_5']",2,0.2882
49,Bin 41,633.677007454577,"['P_6', 'P_1', 'P_9', 'R_112', 'R_37', 'R_135', 'P_8']",2,0.4394
