,Bin #,Score,Bins,Threshold,High Risk Ratio
38,Bin 39,3.424269211378052,"['R_470', 'R_214', 'R_210', 'R_589', 'R_541', 'R_508', 'R_136', 'R_17', 'R_285']",3,0.632
39,Bin 40,3.416787804686557,"['R_167', 'R_136', 'R_17', 'R_264', 'R_210', 'R_589']",2,0.5463
40,Bin 42,2.552789954878161,"['R_365', 'R_464', 'R_497', 'R_136', 'R_513', 'R_598', 'R_517', 'R_82', 'R_91', 'R_128']",3,0.7288
41,Bin 46,1.7518875248898496,"['R_525', 'R_600', 'R_47', 'R_635', 'R_217', 'R_447']",2,0.5543
42,Bin 50,1.6136188196336037,"['R_602', 'R_586', 'R_517', 'R_374']",1,0.6114
43,Bin 45,1.2149698057747882,"['R_534', 'R_557', 'R_592', 'R_56', 'R_387', 'R_464']",3,0.2528
44,Bin 47,0.5100713597453154,"['R_579', 'R_189', 'R_214']",1,0.4271
45,Bin 49,0.3749324996472212,"['R_111', 'R_193', 'R_331', 'R_537', 'R_380', 'R_508', 'R_47', 'R_625']",3,0.5196
46,Bin 41,0.10382190935569054,"['R_562', 'R_586', 'R_683', 'R_391', 'R_447', 'R_298', 'R_644']",2,0.6773
47,Bin 43,0.020787636741083554,"['R_482', 'R_600', 'R_46', 'R_635', 'R_56', 'R_365', 'R_136']",2,0.6801
48,Bin 48,0.017371628968039024,"['R_25', 'R_210', 'R_676', 'R_7', 'R_17', 'R_589', 'R_285']",3,0.3814
49,Bin 44,0.0,"['R_74', 'R_534', 'R_592', 'R_47', 'R_439', 'R_586', 'R_464', 'R_683', 'R_497', 'R_391', 'R_447']",0,0.9986
